0	0.369658	-0.006354
1	0.530209	0.017196
2	0.048620	-0.060283
3	0.195574	-0.180626
4	-0.019170	-0.207469
5	0.689939	0.155432
6	0.729321	0.236337
7	-0.051271	-0.363762
8	0.025275	-0.310639
9	0.035069	-0.329197
10	0.029910	-0.139646
11	0.031755	-0.304048
12	-0.066310	-0.090426
13	0.483560	0.060592
14	0.851933	0.127950
15	0.394474	-0.009266
16	-0.087241	-0.274995
17	0.039588	-0.295312
18	-0.038925	-0.102453
19	-0.042053	0.352270
20	0.068884	-0.073842
21	0.070569	-0.125198
22	-0.052885	-0.258758
23	-0.066484	-0.556707
24	0.578642	0.025825
25	0.017296	-0.234415
26	-0.048521	-0.262303
27	-0.182901	-0.362191
28	-0.008798	-0.554597
29	0.530378	0.081093
30	0.344968	-0.024793
31	0.082669	-0.067427
32	0.045764	-0.178972
33	-0.151227	-0.607415
34	0.051932	0.038247
35	0.330593	-0.081125
36	0.024587	-0.442719
37	0.745793	0.094851
38	0.433206	-0.002853
39	0.883325	0.254189
40	0.388423	-0.127874
41	0.061726	-0.167583
42	0.035878	-0.096864
43	0.042455	-0.195501
44	0.111992	-0.229078
45	0.958632	0.341628
46	0.517732	0.109722
47	0.467873	-0.060190
48	-0.140157	-0.094551
49	0.771094	0.259451
50	0.733674	0.126367
51	0.580992	0.115799
52	0.288077	0.029874
53	0.011034	-0.289174
54	-0.093779	-0.150746
55	-0.064933	-0.453943
56	-0.006066	-0.104577
57	-0.148907	-0.373054
58	0.893109	0.090018
59	0.605608	-0.023492
60	0.775706	0.057744
61	-0.049989	-0.379668
62	0.349231	-0.060597
63	-0.069554	-0.243266
64	0.067004	-0.303560
65	0.837222	0.285887
66	0.526773	0.137227
67	0.565246	0.172167
68	0.380562	-0.051687
69	-0.087613	-0.115738
70	0.328542	-0.065928
71	-0.027475	-0.272512
72	0.025104	-0.287195
73	0.055960	-0.186268
74	0.845252	0.149206
75	0.144748	0.598187
76	0.013744	-0.230834
77	0.016155	-0.342224
78	0.030786	-0.337385
79	0.359771	-0.024933
80	0.718395	0.096447
81	-0.086925	-0.213536
82	-0.035074	-0.466326
83	0.242826	-0.058934
84	0.119097	-0.146221
85	0.330883	-0.088855
86	0.277949	-0.095815
87	0.374056	-0.037177
88	0.461349	-0.054515
89	-0.006536	-0.320956
90	0.009757	-0.304176
91	-0.151140	-0.404213
92	0.436159	0.304957
93	0.059141	-0.333803
94	0.751596	0.155017
95	0.068543	-0.059659
96	0.013871	-0.303244
97	0.596569	-0.013524
98	-0.044528	-0.237394
99	0.613342	0.101681
100	0.577838	0.274508
101	0.649062	0.167390
102	-0.041024	-0.292524
103	0.420554	0.018577
104	0.316402	-0.126482
105	0.507059	0.008406
106	0.643941	0.115631
107	-0.142766	-0.434844
108	0.064300	0.064201
109	0.204017	-0.318013
110	0.373670	0.000733
111	0.423246	-0.043888
112	0.017784	-0.168230
113	-0.014463	-0.457006
114	0.061033	-0.098528
115	-0.113119	-0.419811
116	0.494791	0.006521
117	0.660255	0.089980
118	0.037117	-0.340394
