0	-0.857850	0.555344	0.236398	0.264793
1	-0.496892	0.099015	0.102367	-0.161445
2	-0.065695	0.236460	0.101187	-0.013220
3	0.036049	0.058805	0.284157	0.063493
4	0.474408	-0.052718	0.146926	-0.082689
5	-0.316825	0.421074	-0.172997	0.020432
6	-0.266389	0.118513	-0.237771	-0.222153
7	0.732265	-0.319750	0.288573	0.201116
8	0.447958	0.450125	0.193170	0.505786
9	0.268300	0.466198	0.507863	0.115345
10	0.273957	0.195690	0.241093	0.355043
11	0.220920	0.250367	0.343610	0.102637
12	0.488902	0.754000	-0.264321	0.258143
13	-0.599529	0.386850	0.092199	-0.121356
14	-0.009319	0.392804	-0.115678	-0.207786
15	-0.871280	0.481802	0.029676	0.215256
16	0.341637	0.314789	0.451422	0.242818
17	0.163349	0.415359	0.577939	0.074736
18	0.237246	0.466023	0.536738	0.623600
19	0.131789	0.716206	-0.272592	0.270299
20	-0.031735	0.436144	0.300222	0.488857
21	0.160059	0.175197	0.080098	0.248577
22	0.275860	0.565799	0.247987	-0.000989
23	0.350004	0.221816	0.590536	0.390418
24	-0.593734	0.563535	-0.171048	0.179165
25	0.228599	0.281052	0.359595	0.386308
26	0.225091	0.405940	0.465428	0.554667
27	0.225702	0.474954	0.128376	0.130016
28	0.313095	0.222405	0.393218	0.571307
29	-0.552300	0.031054	-0.210300	-0.270554
30	-0.234822	0.243210	0.103875	-0.067318
31	-0.318513	0.041414	-0.273478	0.282391
32	0.044431	0.452255	0.384551	0.369428
33	0.692208	0.253436	0.306894	0.000069
34	-0.128942	0.671255	0.275353	-0.041813
35	-0.314077	0.306202	0.324651	-0.114027
36	-0.244622	0.812017	0.629542	-0.042701
37	-0.559411	0.570176	-0.035896	-0.053260
38	-0.357329	0.430847	0.125679	0.337623
39	-0.314097	0.378907	-0.220381	-0.338282
40	-0.424670	0.694627	0.148018	0.138365
41	0.017249	0.455108	0.364996	0.117409
42	0.296384	0.221727	0.051860	0.204635
43	0.316180	0.106615	0.076257	0.001400
44	0.381781	0.236734	0.087340	0.006136
45	-0.066361	0.268134	-0.488286	-0.025930
46	-0.516293	0.467060	-0.055169	-0.035620
47	-0.561745	0.077463	-0.122011	0.276998
48	0.306165	0.325738	0.137609	-0.149318
49	-0.348503	0.376089	-0.346538	-0.237042
50	-0.347221	0.312491	-0.099181	-0.100935
51	-0.380297	0.205056	-0.199654	0.289464
52	-0.722439	0.691775	0.441809	-0.055914
53	0.590504	0.123459	0.297523	0.024805
54	0.383916	0.535731	0.305523	0.120351
55	0.287051	0.540103	0.611224	0.278331
56	-0.406366	0.406674	0.253147	0.198658
57	0.532529	0.164727	0.198624	0.357765
58	-0.378920	0.307343	-0.456543	-0.012654
59	-0.527718	0.411236	0.017835	0.008675
60	-0.550937	0.546845	0.050333	-0.075534
61	0.650207	0.006823	0.345108	0.195809
62	-0.794586	-0.015276	0.145604	0.348295
63	0.652956	0.349450	0.480724	0.072606
64	-0.019213	0.498588	0.261216	0.671669
65	-0.458527	0.523474	-0.072148	-0.608774
66	-0.214000	0.246225	0.151903	-0.092445
67	-0.645466	0.332764	0.052218	-0.226250
68	-0.443570	0.206263	-0.090913	0.300333
69	0.660596	0.300715	0.203700	0.004556
70	-0.248397	0.125689	-0.079856	0.313923
71	0.118869	0.555535	0.068272	0.349878
72	-0.081055	0.423425	0.579863	0.044886
73	0.423232	0.442167	0.355494	-0.082271
74	-0.313003	0.494744	-0.289227	-0.108260
75	0.377157	0.302682	-0.683329	0.579036
76	0.382857	0.180585	0.444870	0.148804
77	0.421293	0.291510	0.407619	0.288766
78	0.306795	0.461640	0.528892	-0.201488
79	-0.454357	0.231947	0.174491	0.231588
80	-0.438265	0.403586	-0.118716	-0.189017
81	0.223833	0.316863	0.274581	0.056179
82	0.375464	0.244082	0.497875	0.070834
83	0.191809	0.292150	0.088636	-0.258797
84	-0.515632	0.330005	0.402631	0.349851
85	0.354380	0.026294	-0.157207	-0.609661
86	-0.482831	-0.022060	0.195964	0.553887
87	-0.342584	0.437893	0.237049	-0.085979
88	-0.719410	0.240212	0.111332	0.223522
89	0.357020	0.358591	0.396648	0.204926
90	0.266909	0.205990	0.378666	0.183255
91	0.365806	0.114212	0.535637	0.489682
92	-0.447400	0.338788	0.025105	-0.229421
93	0.640426	-0.099459	0.370790	0.557187
94	-0.556584	0.385424	0.063340	-0.102991
95	-0.040562	0.176043	0.013945	0.059406
96	0.279565	0.289075	0.252787	0.316349
97	-0.557712	0.329691	-0.044353	0.383773
98	0.329413	0.125772	0.526982	0.333829
99	-0.493097	0.302743	-0.131746	0.122567
100	-0.457169	0.124072	-0.192404	0.008501
101	-0.524859	0.137989	0.003556	-0.182299
102	0.194182	0.253353	0.465563	0.117575
103	-0.290440	0.260120	0.024025	-0.017762
104	-0.867684	0.250623	0.194705	0.289188
105	-0.557316	0.126242	-0.000047	-0.141894
