0	0.228254	-0.436875	-0.067761	-0.515030
1	0.217362	-0.360079	-0.145782	-0.414969
2	0.074785	-0.577297	-0.069699	-0.801025
3	0.202153	-0.208428	-0.039473	-0.084109
4	-0.052938	-0.205606	-0.052541	-0.082649
5	0.559223	-0.523779	-0.427779	-0.384858
6	0.282956	-0.289396	-0.090697	-0.551409
7	-0.082260	-0.139142	0.066244	-0.271682
8	0.120223	-0.208062	-0.022193	0.028938
9	-0.027993	-0.119668	0.034475	-0.147226
10	-0.001931	-0.221584	0.049353	-0.175378
11	-0.000261	-0.281083	-0.018764	-0.311752
12	0.028313	-0.478742	0.049994	-0.452775
13	0.178366	-0.285415	-0.084952	-0.688136
14	0.261583	-0.655435	-0.164353	-0.630436
15	0.315956	-0.658250	-0.230882	-0.724931
16	-0.105597	-0.355587	-0.004385	-0.279903
17	-0.049644	-0.195205	-0.048430	-0.080539
18	-0.116002	-0.267208	0.013141	-0.368640
19	0.132389	-0.330948	-0.152290	-0.044247
20	0.061230	-0.241791	-0.006725	-0.018602
21	0.256729	-0.383578	-0.097507	-0.237088
22	-0.015193	-0.097851	-0.029636	-0.054721
23	0.004814	-0.034946	0.000825	-0.062431
24	0.221040	-0.493066	-0.098545	-0.560704
25	-0.029043	-0.029131	0.075978	-0.175479
26	-0.041156	-0.168403	-0.037836	-0.075100
27	-0.066499	-0.239825	-0.061065	-0.100543
28	-0.064114	-0.221846	-0.047881	-0.110198
29	0.255797	-0.480485	-0.095595	-0.447478
30	0.130167	-0.288373	-0.091708	-0.291467
31	0.191379	-0.391439	-0.058401	0.026682
32	-0.079427	-0.098312	0.106050	-0.384500
33	-0.029959	-0.133049	-0.023862	-0.067926
34	-0.104724	-0.314131	0.009716	-0.283794
35	0.363459	-0.541385	-0.191280	-0.542795
36	0.156996	-0.253416	-0.205601	-0.058639
37	0.501103	-0.673727	-0.242423	-0.708552
38	0.144734	-0.505286	0.002768	-0.404996
39	0.218252	-0.343500	-0.117718	-0.223265
40	0.315012	-0.528029	-0.141645	-0.663121
41	-0.105206	-0.311465	-0.070697	-0.186467
42	-0.072932	-0.202367	0.004218	-0.191664
43	0.196455	-0.499562	0.014119	-0.391002
44	0.252988	-0.278921	-0.216244	-0.156449
45	0.560413	-0.327662	-0.236891	-0.693355
46	0.317959	-0.520066	-0.188239	-0.464535
47	0.173473	-0.826245	-0.004659	-0.544978
48	0.011991	-0.302408	-0.054688	-0.310769
49	0.432858	-0.617088	-0.212128	-0.107812
50	0.460018	-0.391999	-0.223659	-0.678366
51	0.222656	-0.729962	-0.024015	-0.322835
52	0.220824	-0.424079	-0.221666	-0.538528
53	0.049425	-0.345157	0.075818	-0.459767
54	0.053741	-0.295063	-0.009058	-0.415342
55	-0.061756	-0.194955	-0.025941	-0.129503
56	-0.051835	-0.409451	0.135113	-0.439812
57	0.000790	-0.067460	0.102377	-0.191410
58	0.333753	-0.532317	-0.242634	-0.443870
59	0.362593	-0.542164	-0.162479	-0.712675
60	0.433903	-0.502155	-0.255958	-0.632059
61	0.285462	-0.251113	-0.198301	-0.373097
62	0.003896	-0.413584	0.097999	-0.542823
63	-0.059841	-0.224205	-0.058258	-0.086444
64	-0.002373	-0.049272	0.007763	-0.052049
65	0.436839	-0.643578	-0.173742	-0.776713
66	0.183156	-0.128098	-0.042306	-0.412486
67	0.424072	-0.410125	-0.211234	-0.715087
68	0.329907	-0.606842	-0.167745	-0.672805
69	0.048403	-0.294089	0.006126	-0.136150
70	0.244692	-0.658389	-0.073371	-0.553545
71	0.072654	-0.281803	0.082368	-0.334275
72	0.154530	-0.679169	-0.220781	-0.127163
73	-0.078819	-0.278149	0.044960	-0.289240
74	0.372002	-0.410377	-0.121552	-0.177891
75	0.379051	-0.794581	-0.265187	-0.925280
76	-0.118589	-0.268092	0.006990	-0.279716
77	-0.014923	-0.076916	0.008558	-0.149265
78	-0.041325	-0.232271	-0.027490	-0.115421
79	0.241198	-0.356658	-0.052785	-0.470025
80	0.450834	-0.519434	-0.465618	-0.221221
81	0.215710	-0.314334	-0.106747	-0.372152
82	-0.057662	-0.168499	-0.007614	-0.141360
83	0.330474	-0.419822	-0.147508	-0.426810
84	0.220601	-0.610030	-0.224743	-0.270508
85	0.259996	-0.370360	-0.156488	-0.042328
86	0.084648	-0.313924	0.102817	-0.504542
87	0.357162	-0.557195	-0.071084	-1.045806
88	0.351116	-0.474682	-0.085211	-0.759983
89	-0.055019	-0.212175	-0.055138	-0.083982
90	-0.078331	-0.172931	0.026017	-0.219717
91	-0.022435	-0.109293	-0.014471	-0.063106
92	0.254464	-0.235390	-0.145162	-0.377152
93	0.138307	-0.355533	-0.014605	0.033030
94	0.329756	-0.421824	-0.261765	-0.331970
95	0.063446	-0.407740	0.000897	-0.472467
96	0.033921	-0.269455	0.213648	-0.786069
97	0.381592	-0.491263	-0.024709	-0.579806
98	-0.026706	-0.055111	0.046306	-0.138275
99	0.425191	-0.632381	-0.321584	-0.847652
100	0.414222	-0.341657	-0.206835	-0.236131
101	0.256945	-0.406197	-0.176553	-0.453322
102	0.061403	-0.293064	0.072220	-0.159869
103	0.185808	-0.586926	-0.043846	-0.238255
104	0.276688	-0.746468	-0.229683	-0.673170
105	0.553841	-0.867889	-0.196599	-0.634447
106	0.298277	-0.325279	-0.096961	-0.165547
107	-0.067212	-0.417152	0.186608	-0.651320
108	0.282651	-0.476800	0.029122	-0.306359
109	0.201443	-0.568544	-0.113400	-0.936188
110	0.224938	-0.437185	-0.037253	-0.512766
111	0.433399	-0.749839	-0.217544	-0.656097
112	-0.072028	-0.265882	-0.076367	-0.094881
113	-0.026732	-0.089781	0.012483	-0.101268
114	-0.114484	-0.279034	0.078079	-0.459153
115	-0.004190	-0.083445	-0.058984	-0.041006
116	0.379895	-0.418660	-0.168206	-0.564348
117	0.356298	-0.439654	-0.188514	-0.612331
118	0.035234	-0.246015	-0.054848	-0.254897
119	-0.002087	-0.027377	0.064159	-0.258203
120	-0.048689	-0.201158	0.107420	-0.401835
