0	-0.140117	0.493494
1	-0.300888	0.265525
2	0.058852	0.272303
3	0.128498	-0.392600
4	0.078557	-0.520366
5	-0.405991	0.475469
6	-0.665395	0.439007
7	0.251252	-0.170389
8	0.436220	-0.556767
9	0.058397	-0.364504
10	0.136223	-0.360464
11	0.062950	-0.476373
12	-0.000156	-0.320044
13	-0.201074	0.438279
14	-0.527176	0.727260
15	-0.149572	0.626875
16	0.176111	-0.274680
17	0.129699	-0.190695
18	0.339305	-0.181862
19	0.112719	-0.183037
20	0.259294	-0.354136
21	0.125382	-0.150795
22	-0.111889	-0.002999
23	0.160454	-0.221263
24	-0.075013	0.636633
25	0.136897	-0.332457
26	0.198392	-0.262847
27	0.038309	-0.112414
28	0.196501	-0.423587
29	-0.530031	0.595488
30	-0.366155	0.266050
31	0.362749	-0.215593
32	0.177065	0.474109
33	0.174010	0.254034
34	-0.266291	0.267523
35	-0.454813	0.583268
36	0.024197	0.237678
37	-0.251719	0.088105
38	0.079294	0.164579
39	-0.758767	0.596989
40	-0.593522	0.427103
41	0.154190	0.276859
42	-0.487956	0.296391
43	0.166346	0.170530
44	-0.040367	0.266491
45	-0.856468	0.702675
46	-0.077487	0.442062
47	0.071992	0.720026
48	-0.718488	-0.332970
49	-0.818364	0.586871
50	-0.689622	0.397046
51	-0.703040	0.471353
52	-0.327507	0.171725
53	-0.433949	-0.470178
54	-0.186535	-0.423629
55	-0.132906	-0.690411
56	0.072886	0.741037
57	-0.364309	-0.527671
58	-0.712193	0.307502
59	-0.590696	-0.134609
60	-0.658458	0.291359
61	-0.386844	-0.449525
62	0.038069	0.603226
63	-0.324220	-0.570362
64	-0.173553	-0.621613
65	-0.501959	0.883349
66	-0.175483	0.498254
67	-0.304728	0.740640
68	-0.643760	0.247144
69	-0.797745	-0.640268
70	-0.461000	0.263378
71	0.103812	0.328713
72	0.045173	-0.384485
73	-0.101454	-0.540892
74	-0.527510	0.381652
75	-0.155620	-0.139087
76	0.039458	-0.514061
77	0.052099	-0.652861
78	-0.379298	-0.349844
79	-0.189034	0.367176
80	-0.501352	0.459957
81	0.104192	-0.598490
82	0.058509	-0.665724
83	-0.268174	-0.153996
84	-0.102763	0.631250
85	-0.124423	-0.360307
86	-0.306570	0.139862
87	-0.377960	0.500167
88	-0.093450	0.699542
89	0.038012	-0.684175
90	0.034520	-0.530036
91	0.114021	-0.569121
92	-0.240079	0.476072
93	0.319965	-0.530778
94	-0.392215	0.581535
95	0.034402	-0.191916
96	0.199131	-0.442608
97	-0.157529	0.582881
98	0.165912	-0.436078
99	-0.223342	0.451693
100	-0.595651	0.682962
101	-0.284814	0.549479
102	0.103972	-0.347476
103	-0.273343	-0.379018
104	0.216190	0.596627
105	-0.264977	0.376560
106	-0.319223	0.547372
107	0.083900	-0.235643
