0	-0.649009	0.329267
1	-0.663011	0.329705
2	-0.237943	0.093278
3	-0.268549	0.149373
4	-0.001452	-0.183707
5	-0.540056	0.346834
6	-0.173835	0.007089
7	-0.212226	0.021723
8	0.198496	-0.340126
9	0.032015	-0.197788
10	-0.114676	-0.134107
11	-0.394975	0.133079
12	-0.117341	-0.081472
13	-0.602199	0.347658
14	-0.203147	-0.008050
15	-0.651660	0.431306
16	0.061468	-0.242486
17	0.064798	-0.231438
18	-0.216033	-0.028714
19	-0.639751	0.297475
20	0.244108	-0.441840
21	-0.226753	0.019573
22	-0.129652	-0.033201
23	0.206022	-0.390308
24	-0.445714	0.209707
25	0.074350	-0.242882
26	0.201120	-0.353008
27	0.094540	-0.292587
28	-0.047694	-0.091658
29	-0.381595	0.241475
30	-0.078715	-0.090749
31	-0.419375	0.285798
32	-0.092255	-0.083828
33	0.261978	-0.443677
34	0.212030	-0.418426
35	-0.397989	0.160670
36	0.141634	-0.323622
37	-0.750943	0.518577
38	-0.035013	-0.111670
39	-0.674070	0.383982
40	-0.779668	0.464892
41	-0.052608	-0.152590
42	0.063167	-0.235184
43	-0.444376	0.259197
44	-0.032701	-0.118748
45	-0.865112	0.524884
46	-0.181939	0.070154
47	-0.525330	0.198163
48	-0.415004	0.096550
49	-0.986474	0.583858
50	-0.637787	0.336808
51	-0.552140	0.306302
52	-0.396490	0.158316
53	0.092149	-0.288669
54	0.125524	-0.328459
55	0.071066	-0.264936
56	0.118425	-0.302028
57	0.012947	-0.189004
58	-0.730227	0.403444
59	-0.717041	0.405699
60	-0.770205	0.456819
61	-0.356021	0.150624
62	-0.609373	0.368023
63	0.104231	-0.256264
64	-0.065534	-0.084585
65	-0.640439	0.420792
66	-0.197628	-0.006645
67	-0.852978	0.509947
68	-0.636784	0.340802
69	-0.063986	-0.084510
70	-0.607959	0.300246
71	-0.415374	0.239266
72	-0.403877	0.150081
73	-0.330244	0.104108
74	-0.481027	0.286507
75	-0.246332	-0.030689
76	0.002561	-0.162890
77	0.083708	-0.227010
78	0.001268	-0.133099
79	-0.436663	0.187184
80	-0.776925	0.481187
81	-0.331369	0.185915
82	0.025929	-0.198303
83	-0.466670	0.199269
84	-0.384888	0.181192
85	-0.471707	0.310141
86	-0.527677	0.377337
87	-0.492356	0.192221
88	-0.567056	0.320287
89	0.120823	-0.340608
90	0.068892	-0.254192
91	0.138843	-0.331101
92	-0.537161	0.361256
93	0.098254	-0.242032
94	-0.225533	0.075610
